,DER_met_phi_centrality,DER_prodeta_jet_jet,PRI_jet_leading_eta,PRI_jet_num,PRI_jet_subleading_eta,PRI_lep_eta,PRI_radian1,PRI_radian2,PRI_radian3,PRI_radian4,PRI_tau_eta,DER_deltaeta_jet_jet,DER_deltar_tau_lep,DER_lep_eta_centrality,DER_mass_MMC,DER_mass_invariant_tau_jet1,DER_mass_invariant_tau_jet2,DER_mass_invariant_tau_lep,DER_mass_jet_jet,DER_mass_transverse_met_lep,DER_mass_transverse_tau_jet1,DER_mass_transverse_tau_jet2,DER_mass_vis,DER_pt_h,DER_pt_ratio_lep_tau,DER_pt_tot,DER_sum_pt,PRI_jet_all_pt,PRI_jet_leading_pt,PRI_jet_subleading_pt,PRI_lep_pt,PRI_met,PRI_met_sumet,PRI_tau_pt
350189,1.1955494318298971,0.086898530232404084,0.88216290964363209,0.022050555218661821,0.84785133456683037,-0.61143708648673167,-1.0154234733735885,-1.1083833262353917,-1.0513567476840411,0.081318136171730268,-0.73937586827562451,0.045615963682218721,0.73875520369201075,0.069263329561322057,0.48022020038826813,-0.8587484242074086,-0.035331469851643135,0.07864296332919446,-0.027325598001720318,-1.6627974136869259,-0.28679757530357219,0.10395180209551881,0.078098223477622963,0.10402477398048411,-1.014793122435238,0.86336848645925446,-0.080305820869341293,0.51141624829113086,-0.78849830969396995,-0.10568137149489713,-0.8713684317932785,0.29572111453049821,0.7147209402590653,0.53265130617156697
350211,-0.89387149053924442,-4.3615740699217715,1.3854495115714585,1.0452103492703182,1.3302847528902981,0.082923632472086437,-1.1764495718043866,-1.3777161859189306,-1.159909257857856,0.17410049835944544,-0.42139791606263072,2.9218196785046979,0.66843653556039162,1.3695373528066861,0.065627516693135587,-0.6117346418386409,3.3658093347810096,-0.067535145556440718,2.1614963628230313,-1.2315699951809944,-0.23615812070068037,-1.067163355367267,-0.068139116066096669,-0.90244940348762204,-1.3037678987842083,-1.1649684936888327,0.09224427948992589,0.6156453181362963,-1.7713168913477777,-2.0492351056322162,-1.2187349692506515,-0.23683613425568306,-0.24434559689733348,0.74505186435552617
350215,1.2893806841576214,0.086898530232404084,2.8813086651783224,0.022050555218661821,2.7641644588883065,1.2000567839651524,-1.0593429295492383,0.44232101739710727,-1.0809641669769112,1.1009537667616949,1.0162207129566796,0.045615963682218721,0.73975070476167104,0.069263329561322057,0.43505363064027813,0.39384798247233083,-0.035331469851643135,0.59654492262803749,-0.027325598001720318,0.027395513048961831,-0.10216663414887607,0.10395180209551881,0.59672629263310262,-0.21220203877268323,-0.76143447021071919,0.27703004577254675,-0.031647649577994472,0.33543409069803432,-1.7092238656212007,-0.10568137149489713,0.032556021526812369,-1.6588432698462134,0.75996904343024363,0.9105972250230997
350298,1.2927318003121828,-0.96164071219674407,-0.71612206778163245,1.0452103492703182,2.3848573642474542,1.6074392136020079,1.2501113450111725,0.75001340558102914,1.0732605901687819,-0.24177139298317812,1.3864485634206349,1.8975695300815345,-1.8326910925606867,1.6952523733793834,-0.48388799156791557,1.3362993753559267,-0.79467787598341266,-2.3402217485388124,2.3339584609598423,-0.15925465435406944,0.90579180225073685,-0.43659317450120444,-2.3384799026435399,1.3572590655965129,-0.29959537205832254,-0.83564997095559834,1.1733827737278171,1.1465184728027038,1.9875118055680658,-0.36424035485603923,-1.1278506175046257,2.0145156149592385,1.1999166709663025,-0.73803984465393202
350375,0.99448246255620287,0.086898530232404084,-2.8464318279183036,0.022050555218661821,-2.7262527601868261,-0.39869292878748491,-1.0805785421028131,-1.2846739253009807,-1.0952797286792262,0.0048658326764035266,-1.4604244641388924,0.045615963682218721,0.75465306804137189,0.069263329561322057,0.94094918341470457,1.5491887491431136,-0.035331469851643135,0.70411903851382096,-0.027325598001720318,-3.1030607353213266,-0.8145983751439223,0.10395180209551881,0.70420368124137378,0.39551979986932961,-0.35035861136493829,0.80306598670861828,0.22999584093506034,0.52023871754232676,-0.74233980693972856,-0.10568137149489713,0.50672587265920532,0.41947278251579206,0.63979945065450372,0.7327205184153599
350461,-1.0765073209628502,0.086898530232404084,0.034018138312843997,-1.0011092388329945,0.032023225981756769,-1.0423571676137164,-1.2343308284220145,-0.778654613168271,-1.1989287445068384,-1.2225601905636376,-0.92598264774334393,0.045615963682218721,1.0386581733628508,0.069263329561322057,-0.35220587211607957,-0.037927783052350457,-0.035331469851643135,-0.05000873658778647,-0.027325598001720318,-0.47973319848434592,0.082239269099851658,0.10395180209551881,-0.050166948801128736,-1.3829142795303131,-0.50409130273555269,-0.74625888147126518,-1.1178716353116811,-1.1880581935525178,-0.10124953776844536,-0.10568137149489713,-0.75565438824612841,-2.7131320215206496,-0.42899942636790828,-0.14434174663376306
350500,1.0145891594835723,-2.881826268625673,-2.1213454204556665,1.0452103492703182,-2.0312095923533087,0.064817746710448404,-0.13693331368264181,-0.39929136940994386,-0.45914025031650219,0.04204469259536367,0.85499245549657021,2.2416778103135315,-0.15749195281368497,1.8625898415852951,-0.3565743712234658,2.3150629405767766,-3.324988346197407,-0.71170356440714155,2.1591685054336907,-2.2233771964521374,0.37402416934319133,-3.2003968994341996,-0.7122964566336879,0.58649544354145211,-0.8400708719160076,-0.46741730409281013,0.59302901609740077,0.92947827575291631,0.56558594930135797,-0.9568085855034919,-1.3676622375165965,0.35755980863413028,0.56259036089717074,-0.1820256711546778
350552,1.0966915052703308,0.086898530232404084,1.7030432530515365,0.022050555218661821,1.6347193111588407,0.50931724215866192,-0.95788717967087378,-1.1232254498320628,-1.012569810855837,0.039426463023605959,-0.27808390943142225,0.045615963682218721,0.64199466147839446,0.069263329561322057,0.77771161130213939,-0.43200188082875629,-0.035331469851643135,0.48033787633263858,-0.027325598001720318,-2.1243022514225256,-1.2374221350634962,0.10395180209551881,0.48061153964164777,0.22247438052122837,-0.68813868655315413,-1.7422860852239341,0.0075470276573686036,0.42849697873335513,-1.2223257590493122,-0.10568137149489713,-0.038861167595574876,0.22692090184163735,-1.1788617646459012,0.73904094123569841
350680,0.75152654135048857,-1.8620000812459294,-2.3984109582665929,1.0452103492703182,-2.2967951930701811,0.19789600705848789,0.00082311734486266593,-0.34542479747323596,-0.36627451906953851,-0.11085991439528982,1.4207842108426956,1.8643143464795617,-0.40920183932298287,0.6114233587062663,-0.18337941926363999,2.9675913713428432,-0.90559568949465119,-0.61489429125205841,2.1182651951787754,-1.1614361998139282,0.11683317646115861,0.55540613863488786,-0.61605344849147192,0.87376707911614704,-0.058192188957040585,1.4736821605530055,0.89717099208098028,1.0315453658933955,0.82926129022238015,1.04734082082183,-0.58256290850948722,0.90914715201237328,0.16610273850804994,-0.57539754309902369
350714,1.2701117662688921,0.086898530232404084,-0.92244746827913093,0.022050555218661821,-0.88198679350662879,1.2054885496936438,0.12013629590718748,-0.24080505398205151,1.222598725552412,-0.87747753300596376,1.1042991128654431,0.045615963682218721,0.16179580932627996,0.069263329561322057,0.43799830689165375,0.87270781861216473,-0.035331469851643135,0.53807138529078424,-0.027325598001720318,-0.13619530637135058,0.41222624835994692,0.10395180209551881,0.53809481898860023,0.52519110445339556,-1.4404285091731008,0.74918344467659015,0.12157196788898435,0.37344923617286219,-1.5103314527216185,-0.10568137149489713,-0.54370765056270554,-1.4218354658714392,0.42241075327227867,1.6103839360295078
350827,1.1729293977866064,0.086898530232404084,2.5445561365091907,0.022050555218661821,2.4413649388680652,-0.42494646314186002,-1.0331084206000924,-1.157352937086944,-1.0632786996684485,0.059848653683316613,-0.018327272412356748,0.045615963682218721,0.82151124504155137,0.069263329561322057,0.43808423715518263,0.78791823569338559,-0.035331469851643135,0.20793334700882582,-0.027325598001720318,-2.0722863294857441,-0.09754723993030727,0.10395180209551881,0.2072730131390301,-0.28501778514056281,-1.0579621156246739,0.98092387831566397,-0.10191908253695842,0.49135424370715464,-0.89346122511807724,-0.10568137149489713,-0.89853104949789209,-0.26328693535567554,0.30414574244791071,0.5811261758243863
350891,0.89730009407391709,0.086898530232404084,0.034018138312843997,-1.0011092388329945,0.032023225981756769,-0.32989056289326041,1.7006121059389556,1.1450349331168868,2.4461674818468611,0.011673229562973668,0.96546366894145985,0.045615963682218721,0.81370430136122929,0.069263329561322057,0.49746143384807295,-0.037927783052350457,-0.035331469851643135,0.45613629386846982,-0.027325598001720318,-3.0769907280498789,0.082239269099851658,0.10395180209551881,0.45560766612779913,-0.18006571395408408,-0.90924649675649061,0.6477630481566703,-0.93525413722133133,-1.1880581935525178,-0.10124953776844536,-0.10568137149489713,-0.82532926027765019,-0.74935542303980718,-0.41907880678721365,0.39819289543545439
351115,1.0841248196907247,0.086898530232404084,-1.332150763552735,0.022050555218661821,-1.2747144371198764,-0.69834533814259425,1.5609941015191882,1.0226109059880053,2.2680819481482128,-0.066873657589759286,-0.88119702067109129,0.045615963682218721,0.35855104337276378,0.069263329561322057,0.73776863517901092,0.011859693606640742,-0.035331469851643135,0.35085755734921781,-0.027325598001720318,-1.7502851081136941,-0.24393277448444026,0.10395180209551881,0.3509207197064797,0.41721936476093274,-0.99147908694836318,-0.90135666363273503,0.085811762560260463,0.5199619162772704,-0.74378801056523314,-0.10568137149489713,-0.4386604381175212,0.38267339170898695,0.092109963065720543,0.8671681882751312
